Scraped At,Top Section,Subcategory,Product Name,Brand (heuristic/listing),Price,Original Price,Discount,Rating (listing),Rating (detail),Reviews Count (listing),Reviews Count (detail),Target Audience,Availability,Seller,Product URL,Image URL (listing),Image URLs (detail),Short Description,Full Description,Breadcrumb,Page
2026-06-01 12:41:02,Women's Clothing,(All),JustHer Women Printed Polyester Jumpsuit ( Red ),JustHer,Rs. 355,Rs. 999,64% Off,(6),3.7,6,0,Female,In Stock,,https://www.snapdeal.com/product/justher-women-printed-polyester-jumpsuit/666916316284,,"https://g.sdlcdn.com/imgs/l/a/g/JustHer-Women-Printed-Polyester-Jumpsuit-SDL241152947-1-2c739.jpeg, https://g.sdlcdn.com/imgs/l/a/g/JustHer-Women-Printed-Polyester-Jumpsuit-SDL241152947-2-70e51.jpeg, https://g.sdlcdn.com/imgs/l/a/g/JustHer-Women-Printed-Polyester-Jumpsuit-SDL241152947-3-10c6f.jpeg, https://g.sdlcdn.com/imgs/l/a/g/JustHer-Women-Printed-Polyester-Jumpsuit-SDL241152947-4-b186f.jpeg, https://g.sdlcdn.com/imgs/l/a/g/JustHer-Women-Printed-Polyester-Jumpsuit-SDL241152947-5-39394.jpeg",,"JustHer
Fabric:Polyester
Sleeves Length:3/4th Sleeves
Fit Type:Regular Fit
Neck Shape:V-Neck
Pattern:Printed
Pattern or Print Type:Abstract
Product Length:Ankle Length
Type:Jumpsuit
Color:Red
Pack:Pack of 1
Size:XL
No.of Pockets:2
Style Code/Name:JUMP01 ABS
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL241152947",,1
2026-06-01 12:41:05,Women's Clothing,(All),COMFY ATTIRE White Cotton Women's Flared Skirt ( Pack of 1 ),COMFY,Rs. 416,"Rs. 1,299",68% Off,(91),4.3,91,0,Female,In Stock,,https://www.snapdeal.com/product/comfy-attire-white-cotton-womens/6917529667975702713,,"https://g.sdlcdn.com/imgs/k/5/g/COMFY-ATTIRE-White-Cotton-Women-SDL037072782-1-715d4.jpg, https://g.sdlcdn.com/imgs/k/5/g/COMFY-ATTIRE-White-Cotton-Women-SDL037072782-2-3e25a.jpg, https://g.sdlcdn.com/imgs/k/5/g/COMFY-ATTIRE-White-Cotton-Women-SDL037072782-3-c2967.jpg, https://g.sdlcdn.com/imgs/k/5/g/COMFY-ATTIRE-White-Cotton-Women-SDL037072782-4-89af2.jpg",,"COMFY ATTIRE
Fabric:Cotton
Type:Flared Skirt
Product Length:Maxi
Number of Pocket:No Pocket
Pattern or Print Type:Solid
Pattern:Solid
Pack:Pack of 1
Size:32
Color:Black
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
Style Code/Name:Long Skirt
SUPC: SDL037072782",,1
2026-06-01 12:41:08,Women's Clothing,(All),Kumbhaj Pink Viscose Women's Flared Skirt ( Pack of 1 ),Kumbhaj,Rs. 318,Rs. 999,68% Off,(48),3.9,48,0,Female,In Stock,,https://www.snapdeal.com/product/kumbhaj-pink-viscose-womens-flared/622824496970,,"https://g.sdlcdn.com/imgs/k/5/3/Kumbhaj-Pink-Viscose-Women-s-SDL660813412-1-14499.jpg, https://g.sdlcdn.com/imgs/k/5/3/Kumbhaj-Pink-Viscose-Women-s-SDL660813412-2-ea67d.jpg, https://g.sdlcdn.com/imgs/k/5/3/Kumbhaj-Pink-Viscose-Women-s-SDL660813412-3-cc32a.jpg, https://g.sdlcdn.com/imgs/k/5/3/Kumbhaj-Pink-Viscose-Women-s-SDL660813412-4-821aa.jpg",,"Kumbhaj
Fabric:Viscose
Type:Flared Skirt
Product Length:Maxi
Pattern or Print Type:Abstract
Pattern:Printed
Pack:Pack of 1
Size:Free Size
Color:Pink
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL660813412",,1
2026-06-01 12:41:11,Women's Clothing,(All),YAZHINI Cotton Printed Women Maternity Nighty ( Multicolor 1 ),YAZHINI,Rs. 649,"Rs. 1,599",59% Off,(38),4.3,38,0,Female,In Stock,,https://www.snapdeal.com/product/yazhini-cotton-printed-women-maternity/620924115745,,"https://g.sdlcdn.com/imgs/l/g/i/YAZHINI-Cotton-Printed-Women-Maternity-SDL276204376-1-f98bc.jpeg, https://g.sdlcdn.com/imgs/l/g/i/YAZHINI-Cotton-Printed-Women-Maternity-SDL276204376-2-0b9eb.jpeg, https://g.sdlcdn.com/imgs/l/g/i/YAZHINI-Cotton-Printed-Women-Maternity-SDL276204376-3-03543.jpeg, https://g.sdlcdn.com/imgs/l/g/i/YAZHINI-Cotton-Printed-Women-Maternity-SDL276204376-4-fc79e.jpeg",,"YAZHINI
Color:Multicolor 1
Fabric:Cotton
Fit:Nighty & Night Gowns
Neck Shape:Round Neck
Pack:Pack of 2
Pattern:Printed
Pattern or Print Type:Floral
Product Length:Floor Length
Set Content:1
Size:2XL
Sleeves Length:Half Sleeves
Style Code/Name:Blilly&WF
Type:Maternity Nighty
SUPC: SDL276204376",,1
2026-06-01 12:41:14,Women's Clothing,(All),Gangomi Satin Solid Women Nighty With Robe ( Maroon ),Gangomi,Rs. 424,"Rs. 1,499",72% Off,(35),4.2,35,0,Female,In Stock,,https://www.snapdeal.com/product/gangomi-satin-solid-women-nighty/642098228452,,"https://g.sdlcdn.com/imgs/l/d/5/Gangomi-Satin-Solid-Women-Nighty-SDL968272779-1-d70a2.jpg, https://g.sdlcdn.com/imgs/l/d/5/Gangomi-Satin-Solid-Women-Nighty-SDL968272779-2-9285b.jpg, https://g.sdlcdn.com/imgs/l/d/5/Gangomi-Satin-Solid-Women-Nighty-SDL968272779-3-8d3b0.jpg, https://g.sdlcdn.com/imgs/l/d/5/Gangomi-Satin-Solid-Women-Nighty-SDL968272779-4-9bd8e.jpg",,"Gangomi
Color:Fluorescent Pink
Fabric:Satin
Fit:Nightsuit Sets
Neck Shape:V-Neck
Pack:Pack of 2
Pattern:Solid
Pattern or Print Type:Solid
Size:XL
Sleeves Length:Sleeveless
Style Code/Name:RN2PC
Type:Nighty With Robe
SUPC: SDL968272779",,1
2026-06-01 12:41:16,Women's Clothing,(All),Traquila Women's Cotton Blend Regular Top ( Beige ),Traquila,Rs. 293,"Rs. 2,499",88% Off,(531),4.0,531,0,Female,In Stock,,https://www.snapdeal.com/product/traquila-womens-cotton-blend-regular/649434812298,,"https://g.sdlcdn.com/imgs/l/a/x/Traquila-Women-s-Cotton-Blend-SDL943173573-1-51e16.jpg, https://g.sdlcdn.com/imgs/l/a/x/Traquila-Women-s-Cotton-Blend-SDL943173573-2-d3172.jpg, https://g.sdlcdn.com/imgs/l/a/x/Traquila-Women-s-Cotton-Blend-SDL943173573-3-c0fc4.jpg, https://g.sdlcdn.com/imgs/l/a/x/Traquila-Women-s-Cotton-Blend-SDL943173573-4-2db06.jpg, https://g.sdlcdn.com/imgs/l/a/x/Traquila-Women-s-Cotton-Blend-SDL943173573-5-a65ac.jpg",,"Traquila
Color:Beige
Fabric:Cotton Blend
Type:Regular Top
Sleeves Length:Full Sleeves
Neck Shape:V-Neck
Sleeves Type:Regular Sleeves
Pattern or Print Type:Solid
Fit:Slim
Pattern:Solid
Pack:Pack of 1
Product Length:Long
Size:S
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL943173573",,1
2026-06-01 12:41:20,Women's Clothing,(All),BODY LABLE Pack of 1 Lace Bra & Panty Set For Women ( Maroon ),BODY,Rs. 196,Rs. 399,51% Off,(242),4.3,242,0,Female,In Stock,,https://www.snapdeal.com/product/body-lable-pack-of-1/6341068931467629822,,"https://g.sdlcdn.com/imgs/k/6/u/BODY-LABLE-Pack-of-1-SDL216122684-1-cbe66.jpg, https://g.sdlcdn.com/imgs/k/6/u/BODY-LABLE-Pack-of-1-SDL216122684-2-6066c.jpg, https://g.sdlcdn.com/imgs/k/6/u/BODY-LABLE-Pack-of-1-SDL216122684-3-74abe.jpg, https://g.sdlcdn.com/imgs/k/6/u/BODY-LABLE-Pack-of-1-SDL216122684-4-c52e5.jpg, https://g.sdlcdn.com/imgs/k/6/u/BODY-LABLE-Pack-of-1-SDL216122684-5-0fffe.jpg, https://g.sdlcdn.com/imgs/k/6/u/BODY-LABLE-Pack-of-1-SDL216122684-6-7a5aa.jpg, https://g.sdlcdn.com/imgs/k/6/u/BODY-LABLE-Pack-of-1-SDL216122684-7-cbab8.jpg, https://g.sdlcdn.com/imgs/k/6/u/BODY-LABLE-Pack-of-1-SDL216122684-8-88b88.jpg, https://g.sdlcdn.com/imgs/k/6/u/BODY-LABLE-Pack-of-1-SDL216122684-9-b8266.jpg, https://g.sdlcdn.com/imgs/k/6/u/BODY-LABLE-Pack-of-1-SDL216122684-10-5c8a5.jpg",,"BODY LABLE
Color:Lime Green
fabric:Lace
Bra Type:Non Padded
Panty Rise:Mid
Coverage:Full Coverage
Bra and Panty Style:Bra and Panty Set
Strap Type:Adjustable Straps
Support:Non-Wired
Pack:Pack of 1
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL216122684",,1
2026-06-01 12:41:23,Women's Clothing,(All),Gutthi - Yellow Satin Women's Nightwear Nighty & Night Gowns,Gutthi,Rs. 424,"Rs. 1,999",79% Off,(167),4.3,167,0,Female,In Stock,,https://www.snapdeal.com/product/gutthi-satin-nighty-night-gowns/682045732464,,"https://g.sdlcdn.com/imgs/k/j/s/Gutthi-Yellow-Satin-Women-s-SDL963086554-1-67b2a.jpg, https://g.sdlcdn.com/imgs/k/j/s/Gutthi-Yellow-Satin-Women-s-SDL963086554-2-2ca8b.jpg, https://g.sdlcdn.com/imgs/k/j/s/Gutthi-Yellow-Satin-Women-s-SDL963086554-3-56c12.jpg, https://g.sdlcdn.com/imgs/k/j/s/Gutthi-Yellow-Satin-Women-s-SDL963086554-4-04132.jpg",,"Gutthi
Fabric:Satin
Type:Nighty & Night Gowns
Color:Multi Color
Disclaimer:Product Colour May Slightly Vary Due to Photographic Lighting Sources or Your Monitor Settings.
Neck Shape:Square Neck
Pack:Pack of 1
Pattern:Embroidered
Pattern Coverage:Chest
Pattern or Print Type:Floral
Shop By Occasion:Casual
Sleeves Length:Half Sleeves
Wash Care:Machine Wash
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
BIS/ISI License number:NA
BIS/ISI required:NA
SUPC: SDL963086554",,1
2026-06-01 12:41:25,Women's Clothing,(All),THAWE PARIDHAN Women Cotton Blend Printed Oversized Fit Round Neck T-Shirt ( Black ),THAWE,Rs. 262,Rs. 699,63% Off,(576),4.2,576,0,Female,In Stock,,https://www.snapdeal.com/product/thawe-paridhan-women-cotton-blend/5764608185748141911,,https://g.sdlcdn.com/imgs/l/e/k/THAWE-PARIDHAN-Women-Cotton-Blend-SDL725571214-1-07a2c.jpeg,,"THAWE PARIDHAN
Fabric:Cotton Blend
Pattern:Printed
Fit:Oversized Fit
Neck Shape:Round Neck
Pattern or Print Type:Graphic
Product Length:Medium
Sleeves Length:3/4th Sleeves
Pack:Pack of 1
Color:White
No. of Items inside:1
Size:M
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL725571214",,1
2026-06-01 12:41:28,Women's Clothing,(All),PuriMaa White Organza Circular Semi Stitched Lehenga,PuriMaa,Rs. 793,"Rs. 2,899",73% Off,(174),4.1,174,0,Unspecified,In Stock,,https://www.snapdeal.com/product/purimaa-white-organza-circular-semi/680473625589,,"https://g.sdlcdn.com/imgs/k/4/7/PuriMaa-White-Organza-Circular-Semi-SDL323468577-1-6aa4b.jpg, https://g.sdlcdn.com/imgs/k/4/7/PuriMaa-White-Organza-Circular-Semi-SDL323468577-2-da961.jpg",,"Fabric:Organza
Choli Fabric:Organza
Dupatta Fabric:Organza
Work:Printed
Choli Sleeve:Unstitched
Color:White
Neck:Unstitched
Product Weight (in kg):0.45
Recommended Fabric Care:Hand Wash
Lehenga Length (in cm):40
Top Length (in metre):1
Dupatta Length (in metre):2.2
Set Contents:With Dupatta
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
Style Code/Name:809 IVORY
SUPC: SDL323468577",,1
2026-06-01 12:41:31,Women's Clothing,(All),Women's Cotton Unstitched Salwar Suit - Pihu Creation,Women's,Rs. 433,"Rs. 1,899",77% Off,(87),4.3,87,0,Female,In Stock,,https://www.snapdeal.com/product/pihu-creation-women-cotton-unstitched/637753230168,,"https://g.sdlcdn.com/imgs/l/a/5/Pihu-Creation-Women-Cotton-Unstitched-SDL939076830-1-5b004.jpg, https://g.sdlcdn.com/imgs/l/a/5/Pihu-Creation-Women-Cotton-Unstitched-SDL939076830-2-f3b00.jpg, https://g.sdlcdn.com/imgs/l/a/5/Pihu-Creation-Women-Cotton-Unstitched-SDL939076830-3-10afc.jpg, https://g.sdlcdn.com/imgs/l/a/5/Pihu-Creation-Women-Cotton-Unstitched-SDL939076830-4-a52f0.jpg",,"Pihu Creation
Color:Pink
Set Contents:With Dupatta
Bottom Color:Pink
Dupatta Color:Pink
Bottom Fabric:Cotton
Dupatta Fabric:Cotton Blend
Top Fabric:Cotton
Pack:Pack of 1
Pattern:Printed
Pattern or Print Type:Checked
Bottom Length (in metre):2.4
Dupatta Length (in metre):2.1
Important Note: This is an unstitched fabric.
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
Top Length(in metres):2.2000000000000002
Style Code/Name:P-121
Dupatta Length (in metres):2.1
SUPC: SDL939076830",,1
2026-06-01 12:41:33,Women's Clothing,(All),SPIRISA Shimmer Self Design Regular Saree With Unstitched Blouse Piece ( Blue ),SPIRISA,Rs. 355,"Rs. 1,999",82% Off,(85),3.7,85,0,Unspecified,In Stock,,https://www.snapdeal.com/product/spirisa-shimmer-self-design-regular/6917529714183614080,,"https://g.sdlcdn.com/imgs/l/l/h/SPIRISA-Shimmer-Self-Design-Regular-SDL304693568-1-3ac8a.jpg, https://g.sdlcdn.com/imgs/l/l/h/SPIRISA-Shimmer-Self-Design-Regular-SDL304693568-2-5cf7f.jpg, https://g.sdlcdn.com/imgs/l/l/h/SPIRISA-Shimmer-Self-Design-Regular-SDL304693568-3-d2732.jpg",,"SPIRISA
Fabric:Shimmer
Pattern:Self Design
Pattern or Print Type:Solid
Set Contents:With Unstitched Blouse Piece
Blouse Fabric:Not Applicable
Blouse Color:Blue
Saree Type:Regular Saree
Border Specific:Embellished
Color:Blue
Saree Length(in metre):5.5
Product Weight (in kg):0.3
Saree width(in metre):1.4
Blouse Piece Length (in meter):0.8
Pack:Pack of 1
Blouse Pattern:Self Design
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
Brand Color:Blue
Type:Regular Saree
SUPC: SDL304693568",,1
2026-06-01 12:41:36,Women's Clothing,(All),Vee Ess Pack of 5 Viscose Women Patiala Salwar ( Multicoloured ),Vee,Rs. 676,"Rs. 1,500",55% Off,(191),4.4,191,0,Female,In Stock,,https://www.snapdeal.com/product/vee-ess-pack-of-5/651152464058,,"https://g.sdlcdn.com/imgs/l/h/u/Vee-Ess-Pack-of-5-SDL747595486-1-1faa5.png, https://g.sdlcdn.com/imgs/l/f/z/Vee-Ess-Pack-of-5-SDL747595486-2-0f400.jpg, https://g.sdlcdn.com/imgs/l/f/z/Vee-Ess-Pack-of-5-SDL747595486-3-83cc4.jpg",,"Vee Ess
Color:Multicoloured
Fabric:Viscose
Pack:Pack of 5
Pattern:Solid
Pattern or Print Type:Solid
Product Length:Floor Length
Style Code/Name:PATIALA 5PCS -BWSMP
Type:Patiala Salwar
Waist Closure:Drawstring
Size:XL
SUPC: SDL747595486",,1
2026-06-01 12:41:39,Women's Clothing,(All),Darlingblush Maroon Rayon Women Baby Doll Dress With Panty,Darlingblush,Rs. 355,Rs. 799,56% Off,(5),4.0,5,0,Female,In Stock,,https://www.snapdeal.com/product/darlingblush-maroon-rayon-women-baby/638017902609,,"https://g.sdlcdn.com/imgs/l/l/c/Darlingblush-Maroon-Rayon-Women-Baby-SDL804452093-1-5b08f.png, https://g.sdlcdn.com/imgs/l/l/c/Darlingblush-Maroon-Rayon-Women-Baby-SDL804452093-2-115d4.jpeg",,"Darlingblush
Color:Maroon
Fabric:Rayon
Pack:Pack of 1
Pattern:Solid
Size:Free Size
Style Code/Name:DB013
Type:Baby Doll Dress With Panty
SUPC: SDL804452093",,1
2026-06-01 12:41:42,Women's Clothing,(All),Frionkandy Multi Color Cotton Women's Wrap Skirt ( Pack of 1 ),Frionkandy,Rs. 254,Rs. 999,75% Off,(5),4.4,5,0,Female,In Stock,,https://www.snapdeal.com/product/frionkandy-multi-color-cotton-womens/678962784385,,https://g.sdlcdn.com/imgs/l/l/k/Frionkandy-Multi-Color-Cotton-Women-SDL407111178-1-cdf55.png,,"Frionkandy
Fabric:Cotton
Type:Wrap Skirt
Product Length:Maxi
Number of Pocket:No Pocket
Pattern or Print Type:Floral
Pattern:Printed
Pack:Pack of 1
Belt:With Belt
Size:Free Size
Color:Multi Color
Waist Rise:High-Rise
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL407111178",,1
2026-06-01 12:41:44,Women's Clothing,(All),Kumbhaj Dark Blue Cotton Women's Flared Skirt ( Pack of 1 ),Kumbhaj,Rs. 318,Rs. 999,68% Off,(22),4.1,22,0,Female,In Stock,,https://www.snapdeal.com/product/kumbhaj-dark-blue-cotton-womens/645031129385,,"https://g.sdlcdn.com/imgs/k/5/3/Kumbhaj-Dark-Blue-Cotton-Women-SDL454344505-1-c20bf.jpg, https://g.sdlcdn.com/imgs/k/5/3/Kumbhaj-Dark-Blue-Cotton-Women-SDL454344505-2-8cfd4.jpg, https://g.sdlcdn.com/imgs/k/5/3/Kumbhaj-Dark-Blue-Cotton-Women-SDL454344505-3-09345.jpg, https://g.sdlcdn.com/imgs/k/5/3/Kumbhaj-Dark-Blue-Cotton-Women-SDL454344505-4-12ec9.jpg",,"Kumbhaj
Fabric:Cotton
Type:Flared Skirt
Product Length:Maxi
Pattern or Print Type:Ethnic
Pattern:Printed
Pack:Pack of 1
Size:Free Size
Color:Dark Blue
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL454344505",,1
2026-06-01 12:41:47,Women's Clothing,(All),Suntex Lycra Embellished Chanderi saree With Unstitched Blouse Piece ( Maroon ),Suntex,Rs. 299,Rs. 886,66% Off,(306),3.5,306,0,Unspecified,In Stock,,https://www.snapdeal.com/product/suntex-lycra-embellished-chanderi-saree/667583082619,,"https://g.sdlcdn.com/imgs/k/6/6/Suntex-Lycra-Embellished-Chanderi-saree-SDL499651654-1-c35fc.jpg, https://g.sdlcdn.com/imgs/k/6/6/Suntex-Lycra-Embellished-Chanderi-saree-SDL499651654-2-45ce7.jpg, https://g.sdlcdn.com/imgs/k/6/6/Suntex-Lycra-Embellished-Chanderi-saree-SDL499651654-3-0fa2e.jpg, https://g.sdlcdn.com/imgs/k/6/6/Suntex-Lycra-Embellished-Chanderi-saree-SDL499651654-4-8775d.jpg",,"Suntex
Fabric:Lycra
Pattern:Embellished
Pattern or Print Type:Beads and Stones
Set Contents:With Unstitched Blouse Piece
Blouse Fabric:Art Silk
Blouse Color:Maroon
Saree Type:Regular Saree
Border Specific:Lace
Color:Maroon
Saree Length(in metre):5.5
Product Weight (in kg):0.198
Saree width(in metre):1.2
Blouse Piece Length (in meter):0.8
Pack:Pack of 1
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
Type:Chanderi saree
SUPC: SDL499651654",,1
2026-06-01 12:41:50,Women's Clothing,(All),"N-Gal Lycra Petticoat ( Black , )",N-Gal,Rs. 248,"Rs. 1,299",81% Off,(70),4.4,70,0,Unspecified,In Stock,,https://www.snapdeal.com/product/ngal-beige-lycra-petticoat-single/5764608182163878323,,"https://g.sdlcdn.com/imgs/k/p/e/N-Gal-Black-Lycra-Petticoat-SDL981459447-1-c992e.jpg, https://g.sdlcdn.com/imgs/k/p/e/N-Gal-Black-Lycra-Petticoat-SDL981459447-2-cf754.jpg, https://g.sdlcdn.com/imgs/k/p/e/N-Gal-Black-Lycra-Petticoat-SDL981459447-3-edd59.jpg, https://g.sdlcdn.com/imgs/k/p/e/N-Gal-Black-Lycra-Petticoat-SDL981459447-4-319e2.jpg, https://g.sdlcdn.com/imgs/k/p/e/N-Gal-Black-Lycra-Petticoat-SDL981459447-5-dd6fd.jpg, https://g.sdlcdn.com/imgs/k/p/e/N-Gal-Black-Lycra-Petticoat-SDL981459447-6-85efb.jpg, https://g.sdlcdn.com/imgs/k/p/e/N-Gal-Black-Lycra-Petticoat-SDL981459447-7-30514.jpg",,"N-Gal
Fabric:Lycra
Color:Black
Petticoat Length (in metre):35.5
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
Closure Type:Drawstring
Size:30
SUPC: SDL981459447",,1
2026-06-01 12:41:53,Women's Clothing,(All),GF Women's Baggy High-Rise Jeans ( Light Blue ),GF,Rs. 592,"Rs. 2,999",80% Off,(123),3.9,123,0,Female,In Stock,,https://www.snapdeal.com/product/gf-womens-baggy-highrise-jeans/679020177862,,"https://g.sdlcdn.com/imgs/l/e/e/GF-Women-s-Baggy-High-SDL363775261-1-3d742.jpg, https://g.sdlcdn.com/imgs/l/e/e/GF-Women-s-Baggy-High-SDL363775261-2-c0eba.jpg, https://g.sdlcdn.com/imgs/l/e/e/GF-Women-s-Baggy-High-SDL363775261-3-1bf18.jpg, https://g.sdlcdn.com/imgs/l/e/e/GF-Women-s-Baggy-High-SDL363775261-4-a7688.jpg, https://g.sdlcdn.com/imgs/l/e/e/GF-Women-s-Baggy-High-SDL363775261-5-6da93.jpg, https://g.sdlcdn.com/imgs/l/e/e/GF-Women-s-Baggy-High-SDL363775261-6-57cb3.jpg",,"GF
Fabric:Denim
Color:Light Blue
Fit:Baggy
Stretch:Stretchable
Waist Rise:High-Rise
Pack:Pack of 1
Size:32
Style Code/Name:Women Jeans
SUPC: SDL363775261",,1
2026-06-01 12:41:55,Women's Clothing,(All),Lihana Women Crepe Jumpsuit ( Black ),Lihana,Rs. 355,"Rs. 1,599",78% Off,(2),3.5,2,0,Female,In Stock,,https://www.snapdeal.com/product/lihana-women-crepe-jumpsuit-black-/625407983877,,"https://g.sdlcdn.com/imgs/l/b/9/Lihana-Women-Crepe-Jumpsuit-Black-SDL673717829-1-a36b0.jpg, https://g.sdlcdn.com/imgs/l/b/9/Lihana-Women-Crepe-Jumpsuit-Black-SDL673717829-2-e640e.jpg, https://g.sdlcdn.com/imgs/l/b/9/Lihana-Women-Crepe-Jumpsuit-Black-SDL673717829-3-cea88.jpg, https://g.sdlcdn.com/imgs/l/b/9/Lihana-Women-Crepe-Jumpsuit-Black-SDL673717829-4-24d1d.jpg",,"Lihana
Fabric:Crepe
Sleeves Length:Sleeveless
Fit Type:Regular Fit
Neck Shape:Round Neck
Product Length:Ankle Length
Type:Jumpsuit
Color:Black
Pack:Pack of 1
Size:L
Style Code/Name:DHOTI BLACK L
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL673717829",,1
2026-06-01 12:41:58,Women's Clothing,(All),KRISHNA ENTERPRISE Cotton Printed Women Regular Nighty ( White ),KRISHNA,Rs. 463,"Rs. 1,699",73% Off,(7),5.0,7,0,Female,In Stock,,https://www.snapdeal.com/product/krishna-enterprise-cotton-printed-women/682881117530,,"https://g.sdlcdn.com/imgs/l/l/0/KRISHNA-ENTERPRISE-Cotton-Printed-Women-SDL802825287-1-3f30a.png, https://g.sdlcdn.com/imgs/l/l/0/KRISHNA-ENTERPRISE-Cotton-Printed-Women-SDL802825287-2-c0514.png, https://g.sdlcdn.com/imgs/l/l/0/KRISHNA-ENTERPRISE-Cotton-Printed-Women-SDL802825287-3-88f25.png, https://g.sdlcdn.com/imgs/l/l/0/KRISHNA-ENTERPRISE-Cotton-Printed-Women-SDL802825287-4-3612d.png",,"KRISHNA ENTERPRISE
Color:White
Fabric:Cotton
Fit:Nighty & Night Gowns
Neck Shape:Round Neck
Pack:Pack of 1
Pattern:Printed
Pattern or Print Type:Floral
Product Length:Ankle Length
Set Content:1
Size:L
Sleeves Length:Half Sleeves
Style Code/Name:WWHITE-WHITE
Type:Regular Nighty
SUPC: SDL802825287",,1
2026-06-01 12:42:01,Women's Clothing,(All),PREEO Women's Cotton Blend Tank Top ( Black ),PREEO,Rs. 180,Rs. 999,82% Off,(23),4.3,23,0,Female,In Stock,,https://www.snapdeal.com/product/preeo-womens-cotton-blend-tank/678110078171,,"https://g.sdlcdn.com/imgs/l/m/q/PREEO-Women-s-Cotton-Blend-SDL041567293-1-2d191.png, https://g.sdlcdn.com/imgs/l/m/q/PREEO-Women-s-Cotton-Blend-SDL041567293-2-66ebf.jpg, https://g.sdlcdn.com/imgs/l/m/q/PREEO-Women-s-Cotton-Blend-SDL041567293-3-4b397.png, https://g.sdlcdn.com/imgs/l/m/q/PREEO-Women-s-Cotton-Blend-SDL041567293-4-c219b.png",,"PREEO
Color:Black
Fabric:Cotton Blend
Sleeves Length:Sleeveless
Neck Shape:Round Neck
Sleeves Type:Sleeveless
Pattern or Print Type:Solid
Fit:Slim
Pattern:Solid
Pack:Pack of 2
Product Length:Crop
Style Code/Name:035
Size:XS
Style:Tank Top
No. of Items inside:2
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL041567293",,1
2026-06-01 12:42:04,Women's Clothing,(All),Gutthi Satin Nighty & Night Gowns - Black Pack of 2,Gutthi,Rs. 424,"Rs. 1,499",72% Off,(58),4.2,58,0,Unspecified,In Stock,,https://www.snapdeal.com/product/gutthi-satin-nighty-night-gowns/669621965850,,"https://g.sdlcdn.com/imgs/j/w/f/Gutthi-Satin-Nighty-Night-Gowns-SDL134716672-1-db85a.jpg, https://g.sdlcdn.com/imgs/j/w/k/Gutthi-Satin-Nighty-Night-Gowns-SDL134716672-2-d9866.jpg, https://g.sdlcdn.com/imgs/j/w/k/Gutthi-Satin-Nighty-Night-Gowns-SDL134716672-3-f065a.jpg, https://g.sdlcdn.com/imgs/j/w/k/Gutthi-Satin-Nighty-Night-Gowns-SDL134716672-4-4835f.jpg, https://g.sdlcdn.com/imgs/j/w/k/Gutthi-Satin-Nighty-Night-Gowns-SDL134716672-6-f9de7.jpg, https://g.sdlcdn.com/imgs/j/w/k/Gutthi-Satin-Nighty-Night-Gowns-SDL134716672-7-5b2d3.jpg, https://g.sdlcdn.com/imgs/j/w/k/Gutthi-Satin-Nighty-Night-Gowns-SDL134716672-8-a00d1.jpg, https://g.sdlcdn.com/imgs/j/w/f/Gutthi-Satin-Nighty-Night-Gowns-SDL134716672-9-8ff09.jpg",,"Gutthi
Fabric:Satin
Type:Nighty & Night Gowns
Fabric Care:Machine Wash
Combo Product Details:Black
Combo Product Colors:Black
The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.
SUPC: SDL134716672",,1
